BLA-Insc-1_C01,BLA-Insc-1_C02,BLA-Insc-1_C03,BLA-Insc-1_C04,BLA-Insc-1_C05,BLA-Insc-1_C06,BLA-Insc-1_C07,BLA-Insc-1_C08,BLA-Insc-1_C09,BLA-Insc-1_C10,BLA-Insc-1_C11,BLA-Insc-1_C12,BLA-Insc-1_C13,BLA-Insc-1_C14,BLA-Insc-1_C15,BLA-Insc-1_C16,BLA-Insc-1_C17,BLA-Insc-1_C18,BLA-Insc-1_C19,BLA-Insc-1_C20,BLA-Insc-1_C21,BLA-Insc-1_C22,BLA-Insc-1_C23,BLA-Insc-1_C24,BLA-Insc-1_C25,BLA-Insc-1_C26,BLA-Insc-1_C27,BLA-Insc-1_C28,BLA-Insc-1_C29,BLA-Insc-1_C30,BLA-Insc-1_C31,BLA-Insc-1_C32,BLA-Insc-1_C33,BLA-Insc-1_C34,BLA-Insc-1_C35,BLA-Insc-3_C01,BLA-Insc-3_C02,BLA-Insc-3_C03,BLA-Insc-3_C04,BLA-Insc-3_C05,BLA-Insc-3_C06,BLA-Insc-3_C07,BLA-Insc-3_C08,BLA-Insc-3_C09,BLA-Insc-3_C10,BLA-Insc-3_C11,BLA-Insc-3_C12,BLA-Insc-5_C01,BLA-Insc-5_C02,BLA-Insc-5_C03,BLA-Insc-5_C04,BLA-Insc-5_C05,BLA-Insc-5_C06,BLA-Insc-6_C01,BLA-Insc-6_C02,BLA-Insc-6_C03,BLA-Insc-6_C04,BLA-Insc-6_C05,BLA-Insc-6_C06,BLA-Insc-6_C07,BLA-Insc-6_C08,BLA-Insc-6_C09,BLA-Insc-6_C10,BLA-Insc-6_C11,BLA-Insc-6_C12,BLA-Insc-6_C13,BLA-Insc-7_C01,BLA-Insc-7_C02,BLA-Insc-7_C03,BLA-Insc-7_C04,BLA-Insc-11_C01,BLA-Insc-11_C02,BLA-Insc-11_C03,BLA-Insc-11_C04,BLA-Insc-11_C05,BLA-Insc-11_C06,BLA-Insc-13_C01,BLA-Insc-13_C02,BLA-Insc-13_C03,BLA-Insc-13_C04,BLA-Insc-13_C05,BLA-Insc-13_C06,BLA-Insc-13_C07,BLA-Insc-13_C08,BLA-Insc-13_C09,BLA-Insc-8_C01,BLA-Insc-8_C02,BLA-Insc-8_C03,BLA-Insc-8_C04,BLA-Insc-8_C05,BLA-Insc-8_C06,BLA-Insc-8_C07,BLA-Insc-8_C08,BLA-Insc-8_C09,BLA-Insc-8_C10,BLA-Insc-8_C11,BLA-Insc-8_C12,BLA-Insc-8_C13,BLA-Insc-9_C01,BLA-Insc-9_C02,BLA-Insc-9_C03,BLA-Insc-9_C04,BLA-Insc-9_C05,BLA-Insc-9_C06,BLA-Insc-9_C07,BLA-Insc-9_C08
1.4573478769230772,1.7066537,1.0572294246153846,7.40190253846154,0.6356762763076923,3.5276000384615385,0.1412881692307692,2.0935080230769234,-0.5506225815384616,10.131287792307692,16.858987423076925,7.426395715384615,3.978421661538461,4.039464076923076,0.2173876076923077,5.3768679846153855,-0.3459030653846154,3.2671684999999995,1.6746741615384615,0.7045535538461537,5.454438499999999,4.938408153846154,13.543074992307696,6.796544315384614,9.591604446153845,1.1399714715384617,2.941017338461538,18.76324469230769,7.125592569230769,2.9433984384615384,11.5305226,36.74691313846154,6.727439276923078,13.756990076923076,10.27335346153846,-0.18650268,0.1750666218181818,0.5949314818181819,0.5934706363636363,6.252040345454546,-0.3727230872727272,1.4227529727272723,0.9334587272727274,0.0019430009090908,5.623621354545454,0.933648990909091,2.752168072727273,0.6077578555555555,6.427600333333333,2.700856888888889,2.0756131333333334,4.636100333333333,-0.2918350600000001,-2.2221584545454545,0.9282511600000002,2.475261036363636,2.4256850454545456,6.765286245454544,3.759017409090909,-13.596566363636368,-1.5584774154545464,5.728988609090909,5.238475636363637,4.355512272727273,7.297571909090909,13.519517636363638,14.523556153846153,0.9072348034615384,3.182556907692307,3.461616500000001,0.0635921266666666,0.9513373313333332,1.16582152,1.46910796,1.47361342,1.5355280266666669,0.1303397464285715,1.6295550250000002,2.1524919500000004,12.648357142857138,2.5405446282142856,0.9687250507142856,-0.5597281667142858,0.6377186857142858,11.906663296428572,5.316264674999999,17.935856124999997,-0.46130722875,7.111601499999999,0.2813591374999999,3.46613125,-0.190380025,0.5204800195,17.352908,6.17526225,0.2218861250000002,67.47494999999999,2.830754675,-0.0387073499999999,1.4574992666666668,1.13580995,-0.09062942,0.3799405333333332,7.545808666666666,0.0153298,1.37431065
1.8464386076923072,1.377742784615385,0.7814093946153845,6.806352769230769,0.801086,3.976845053846153,0.2110635584615384,1.3881448361538462,-0.3594522076923078,9.659871869230768,17.326609153846157,7.002254053846153,4.010240341692308,3.3641201153846154,0.0073749076923077,4.946222638461537,0.5399695230769231,3.156176846153846,1.695177323076923,1.1599793461538463,5.729528999999999,5.109607692307692,12.67395523076923,5.903321600000002,9.975136899999995,1.3831136538461537,3.523991607692308,18.78319,7.653324923076923,3.211462500000001,12.21220447692308,36.05427325384616,8.063861038461537,13.276665307692308,10.360840153846151,0.0781344109090909,-0.1413701740909091,0.6048036254545455,0.4951697,6.1422681818181815,-0.4576410728181818,1.2123339545454543,0.699983176363636,-0.0966463736363636,5.2920716636363645,0.9114742363636364,2.355059436363636,1.211807411111111,5.544333555555555,3.202045388888889,2.2041807,5.028504000000001,0.3163331486666665,-1.9031356909090908,0.8396318545454545,2.876416227272727,2.6314383636363634,7.526543272727275,4.0265215727272725,-14.357395454545456,-2.311261363636363,6.203452918181818,4.298247790909091,3.917025909090909,6.609172181818182,13.352446090909089,13.995891046153844,0.8848471076923079,3.023850551153847,2.9385513576923072,-0.24377976,0.5132904213333334,1.023642647333333,0.5679654627333334,1.507785288,1.1704564453333333,0.2555180574999999,1.441403465,2.223885020678571,12.072890214285716,2.639616842857144,0.9081102035714286,-0.583717412142857,0.2749217632142858,11.2673264,5.8117035625,17.6715615,0.04038255625,7.278560580374999,-0.1654499499999999,4.653696500000001,0.025179825,1.5802934,17.5607655,5.512487875,0.8213546912499998,66.2106,2.48945055,0.4091425,1.6769268000000002,1.725782083333333,0.0021553666666666,0.2941818016666667,8.006017333333332,0.3137443888333333,1.4411749
1.4315460153846151,1.680530006923077,0.7890134538461536,5.98357836923077,0.8013425036153846,3.4562167769230774,1.16259296,2.472974969230769,-0.3781874307692308,10.719184376923078,18.075590615384616,7.031164346153845,4.064401678153846,3.215436475384616,-0.3020675538461538,5.195098046153847,1.3353530692307691,2.8819009846153847,1.6145678869230768,0.7514592384615384,4.934648892307693,5.10933076923077,12.052070176923078,5.366126423076924,10.61947006153846,1.4714078283076923,4.387635407692309,18.42218415384616,6.8949195461538455,3.0070127230769232,12.04197393076923,34.83978862307692,8.214894946153846,13.014350246153846,9.704312307692309,-0.0586754636363635,-0.4431237854545454,0.5563875954545454,0.2840171563636363,5.8079429,-0.2309446181818182,0.9940149154545456,0.7739878272727275,-0.1099369641818182,4.600479718181817,0.4235497909090911,2.971519545454546,1.29263344,6.078041333333334,3.143323633333333,1.928341755555556,3.806680685555556,0.2913008677777777,-2.100194518181818,1.0410081,2.389311627272728,2.1144299272727274,6.7003081818181816,3.668216572727273,-14.110891818181818,-1.3735174445454543,6.067985690909091,5.100927981818182,4.205934509090909,6.915554181818181,13.305918909090908,13.70358326923077,0.4999498319230767,3.308447192307692,3.275123188461538,0.0843279,0.41293442,1.07661272,1.2895334466666666,1.1119546006666663,1.275304766666667,0.4779562335714288,1.5121578857142857,2.107951915,11.826852921428571,2.232821732142857,1.1016914260714283,-0.4732175535714286,0.4746282457142857,10.63593479214286,5.0350307,18.16888925,-0.9062517,6.318442061250001,-0.3822144875,4.2362004,-0.0965740499999999,1.54531515125,17.184601375,5.947065,1.5407923124999998,65.66053624999999,1.9138994750000005,-0.54104235,1.6268760783333331,0.7555650666666663,-0.2356976666666666,0.90176525,7.0399951666666665,0.8687800333333332,1.5682048
1.396791223076923,2.037969161538461,0.9312214523076924,5.993059607692308,0.9938203184615384,2.9220748692307685,0.9293818492307692,1.663301930769231,-0.7270242615384614,12.688700323076924,19.16368569230769,6.560365307692307,3.399665061538461,3.678080042307693,-0.6413267584615387,4.938507215384615,2.593116376153846,2.894194023076923,1.873730761538462,-0.0983572923076921,5.167708281538462,4.958444523076924,12.04281080769231,5.7346502692307695,11.030258723076928,1.2278043384615385,5.186057676923077,17.436165415384615,7.712809199999999,3.434387184615384,11.851324284615384,34.99046909230769,9.248507276923078,12.373923315384616,10.763600846153848,0.3413720636363637,0.3108589499999999,0.4263543818181818,0.1507466490909091,5.6556529181818185,-0.1044421454545454,1.3019961999999998,1.542292900909091,-0.2450565,3.8485826545454542,0.6433163827272727,3.2138964545454543,1.0907197333333332,6.362557444444445,3.228336533333333,2.037662444444445,4.348387588888889,-0.4636167333333333,-2.0332154945454546,0.4151083636363635,3.093312181818182,2.0430708363636367,6.831753363636364,3.912661763636363,-13.826479090909087,-1.981590918181819,5.840219836363636,4.871437745454545,4.272669363636364,6.79779209090909,13.364965454545455,13.963018115384616,0.8935134526923079,3.7226922242307694,4.135871015384615,-0.2996230033333333,0.548428272,1.2975093400000002,0.8541199926666666,1.2311064386666668,1.4517818133333331,0.2044515717857146,1.4082547071428568,2.196799182142858,11.540105428571431,2.508769563571429,1.1051188003571428,-0.3574858749999999,0.6362089785714292,9.927646578571428,5.080385737500001,20.306004625000003,-0.4821822999999999,6.7751195,-0.486955475,4.229554125,-0.1261737624999999,0.4796451500000001,16.927836999999997,6.167912125,1.581366475,65.64507625,1.6135528375,0.2481563833333333,1.4798583833333334,1.0898286166666666,0.1112042166666667,1.0049891666666666,7.390628499999999,0.0486343333333333,1.3468208833333335
1.795961892307692,2.448259769230769,0.7955899392307693,5.532343892307693,0.7930005007692308,3.065729192307692,0.9226712615384616,1.7093138153846152,-0.6433000446153847,13.97708731538462,19.037025461538462,6.316078092307692,3.471732063846154,4.091689807692307,-0.821996706769231,5.572745676923078,1.6541205400000003,3.354380384615385,1.543339230769231,0.7798066153846153,5.082010800000001,4.510734461538462,11.841502630769227,5.864438153846153,11.996297846153848,1.2919515230769227,5.271440069230769,17.68636276923077,6.842388007692308,2.854460746153846,12.192707107692309,34.550553776923074,9.917382076923078,12.919014969230773,12.382699476923078,0.3370337454545453,0.0879740772727271,0.4675954454545454,0.6477149272727273,5.4251603818181815,-0.1630581727272726,0.7263537909090908,1.7319641272727273,0.0933324456363636,3.4741523030000008,0.1630910872727272,3.347977545454545,1.4222783788888889,5.931410777777778,2.536855188888889,2.9958973777777778,3.902196855555556,-0.2762861888888889,-1.923909427272727,0.8358138090909093,2.865430363636364,2.203057127272728,6.270014454545453,3.3406581818181817,-13.901671818181818,-2.078921232727271,5.490354381818182,4.197059218181818,4.387899000000001,6.915763818181818,13.854076545454546,13.6946945,0.7864092657692308,3.490178792307692,3.802940623076923,0.1007739613333333,0.3343150922666666,0.9637716733333332,1.0098130766666666,1.0981126904666667,1.1944105233333333,0.1702334857142857,1.4251605229285715,2.022187837142857,11.061341535714288,2.1744930260714286,1.3566782071428574,-0.4836996,0.2793969735714282,9.424341617857143,5.481645225,20.262146875,-0.3601060999999999,7.536245375000001,-0.04777091625,4.492023,0.1851444499999999,0.9221833375,17.347413625,5.685337125,1.4659178375000002,66.177665,1.4941801375000003,0.4056328,2.04589535,1.2225866333333335,-0.0397087833333334,0.9623919833333332,7.7687345,0.7428706666666667,1.6472435833333334
1.0591897469230769,1.7357066000000003,0.6831612215384617,5.269515115384616,1.2639271407692307,3.273261615384615,0.997906388,1.2975822076923078,0.1932134615384616,13.434712669230768,19.17763569230769,5.877797407692308,3.036760075384616,4.144186861538461,-1.0257514615384613,4.686721053846154,1.637244953846154,4.045860369230769,2.174538630769231,0.943808223076923,5.0303082,4.233114423076923,12.029769307692307,6.082608076923076,11.995427030769232,1.0580347692307692,4.712899323076924,17.385428846153847,6.901251730769231,2.776584769230769,12.173806384615384,34.37967630769231,9.590840153846155,12.80430216153846,11.994196923076922,0.0913128454545454,0.2329098245454545,-0.1440800171818181,0.4464885700909091,5.456642972727272,0.4647806427272727,0.8811176545454544,1.7925367416363636,-0.2008180795454545,3.1791960454545447,0.4798640209090908,3.546808209090909,1.4210047222222224,6.609772222222222,2.773509,2.788696333333333,3.896596048888889,-0.0391505411111111,-1.9414091090909087,0.6049806636363635,2.549813363636363,2.5226996363636363,6.2447251,3.3129961181818177,-13.971522727272724,-1.463953118181818,6.007617058181818,4.3686227,4.6212112727272725,7.255224272727273,13.593497909090912,13.6256154,0.8112476615384616,3.183366789707693,3.714275378846153,-0.0941444192,0.6861881110666666,1.3182564799999998,0.7601957925999998,0.92415188,1.5232581500000002,-0.0168520503571426,1.2371067028571432,1.866585433214286,10.907694114285716,2.246642657142857,1.3347549864642858,-0.6175246428571428,0.2958453639285717,9.357118235714283,4.95963605,20.563653875,-0.7447222875,6.62294053,0.39582498125,4.9667840000000005,0.5016898625,1.0921535575,16.897595125000002,6.275086374999999,1.3740518,65.764155,1.4478541750000002,-0.3015395166666667,1.65115445,1.3647295000000002,0.3489508333333333,0.7924717,7.023957333333333,0.8615342833333334,1.2837607999999998
1.8050798923076925,1.6245134846153846,0.6863451938461538,5.48432568,0.7432219223076924,3.282975692307692,1.13228792,1.7317557307692308,-0.0054641153846154,13.109373153846152,19.862970461538467,5.545214984615384,3.692055255384616,3.381919023076923,-0.137952511,4.520856646153847,1.158454426153846,4.2974102769230775,1.8260275692307693,0.4488466153846152,5.619380261538462,4.141328161538461,12.45405320769231,6.348638484615384,12.169182733846156,0.9378941846153844,4.823358484615385,17.972753976923077,6.7578775153846165,2.748164238461539,12.166030663846156,33.765127846153845,9.819596846153848,12.037933323076922,11.511567384615386,-0.2609530654545454,0.1976374909090907,0.4011225154545455,0.3786061281818181,5.216178136363637,0.642226,1.0941167727272725,1.4289054363636364,-0.3373730690909092,2.8468796027272734,0.6039391848181818,3.295871540181818,1.2611471666666667,7.037603000000001,1.9782036444444449,2.8767866666666664,3.613835537777777,0.0230719255555556,-1.4253984636363637,0.6810372663636364,2.231850727272727,1.6073225454545452,5.906910909090908,4.010087545454546,-14.241290909090909,-1.771657265454545,5.8252948,4.415691536363637,4.718611727272727,7.133033181818184,13.15599036363636,13.40081971153846,0.5312380692307693,2.9461648346153853,3.1676883692307687,-0.206932258,0.5139435632666666,0.9835878853333334,1.17533034,0.91955618,0.9278659286666666,0.0064087221428571,1.0684889064285714,1.6860928999999998,10.709488607142854,2.508251376785714,1.1856873999999995,-0.4037269927857143,0.191695899285714,9.951076567857143,4.1222954,19.357506,-0.21308691,6.3604207850000005,-0.000634250125,5.2511494625,-0.2642897375,1.1079863525,16.786557875,6.2404835,2.2674709375,64.98778375,1.0581674625000002,0.0323228333333332,1.4073798000000002,1.100876016666667,-0.2786742166666667,0.677259945,6.960181666666667,0.2046116076666666,1.5231709666666664
1.6234677384615384,1.4589829692307694,0.2515399591653847,5.255879215384615,0.5549929723076923,3.3402285846153843,0.8654388076923077,1.0166706546153843,0.1617282461538461,13.498186646153844,21.169272923076925,5.300679653846154,3.3390553153846154,4.037289831538461,-0.413907640076923,4.40616583076923,0.7848453692307691,3.998095230769231,1.5161266846153842,0.9312860692307692,5.965008545384616,3.772319,12.127307107692308,6.048291523076925,12.573412584615385,1.2574666461538455,5.290245761538461,18.183472923076923,6.833991384615383,2.593829930769231,11.959751515384616,32.87098142307693,9.24998376923077,12.078392307692308,11.474252538461538,-0.6063323909090909,-0.130214409090909,0.1180999636363636,0.6967891872727273,4.916625545454545,0.4281611272727273,0.6339090154545457,1.5487704181818185,-0.2189345090909091,2.4635114909090907,0.5382979427272727,3.587901363636364,1.7350289444444449,6.511554222222223,2.3575670333333334,3.1069265833333333,3.0404324666666662,-0.2161678222222223,-1.4065650545454549,0.543284809090909,2.6428296363636368,2.0949567,5.737953081818182,3.490839727272727,-14.256458909090908,-1.990059090909091,5.351473036363637,4.480115227272727,5.218048,6.750235090909092,13.167888909090909,13.545916142692308,1.0458955730769228,2.544344803846154,3.153801957692307,-0.0600272599999999,0.8401226133333334,1.14393656,1.393945954,1.067293073333333,2.004230228933333,-0.0920653714285716,1.3633607546428574,2.101689110714285,10.5293999325,2.0639507125,1.1233567650000005,-0.5901706621428572,0.1187638821428568,9.91410116428571,4.415020335,19.890906750000003,-0.2880201375,6.2010985125,-0.1212560749999999,5.8086575,0.1774349375,1.3612282750000002,15.62554525,6.001564624999999,2.8466388625,64.48665875,0.8753875875000001,-0.0648482666666666,0.8533852333333333,2.0890461666666664,0.0446231333333333,0.2790166666666666,7.593244666666666,-0.2080663,1.5797523833333331
1.3648915769230767,1.993438369230769,0.2162225276923075,4.885888312307692,0.8032751499999999,3.5244945461538464,0.8232969500000001,1.309565930769231,-0.2264938307692307,13.782803153846157,20.785758461538464,5.287345461538461,3.619354438461538,3.7270328915384616,-0.4660677923076922,4.527179892307692,1.0008980538461538,3.841032430769231,1.7355119,1.216842954615385,6.438326938461538,3.912600615384615,11.957421123076925,6.458294669230768,12.403625315384614,1.7590052769230768,4.879486546153846,18.111774153846152,6.4606698,2.9096313338461544,12.119867684615384,31.88606633846154,9.444832000000002,11.984999384615383,11.161659230769231,0.3943856311818182,-0.0835070097272727,0.650282809090909,0.5724850818181818,4.451132394545454,-0.0860802,0.7941121363636363,1.1640939063636362,-0.0557708245454545,3.4330237363636367,0.1817464672727273,2.8567736127272725,1.5406245555555556,5.8424668888888895,3.1518030422222223,2.6354036666666665,3.446533271111111,-0.1614579822222221,-1.871847209090909,0.1515436,2.5391962454545456,2.445953963636364,6.124172545454545,3.627429181818182,-14.394375363636364,-2.257403599999999,5.328531818181818,4.698648727272727,4.667765636363637,6.909168454545454,12.811108818181816,13.663036299999998,0.9970116999999998,2.262595334615384,3.367334888461539,-0.191542122,0.086030188,1.0487134733333334,1.150832018,1.1765628733333335,1.9436707813333336,-0.1010289214285714,1.0820999107142857,1.5908467917857143,10.34989715357143,2.1610264432142854,1.0215551435714283,-0.2642380317857142,-0.1142179142857142,10.035933522857146,4.7015537125,21.60301225,-0.7481728750000001,6.663611675,0.4657227875,5.167251025,0.2952623562499999,1.96035843625,15.826190625,5.838853,2.1465435125,63.88438,1.1421069125,0.0292741856999999,0.9913642166666669,1.6032943333333332,-0.5385833666666667,0.7195164333333333,6.6992965,0.7742446833333333,1.5875304666666663
1.3300242384615386,1.4390729538461535,0.4376368592307693,4.7222897246153845,0.2681223461538461,3.755867615384616,0.5473277384615385,1.0022068461538465,-0.5048382882307693,12.239667215384618,20.35210753846154,5.45641826153846,3.323954842307692,3.59037276923077,-0.7451365661538462,3.617233846153847,0.9317067676923076,3.888602923076923,1.712247215384615,0.7473945307692306,7.124478315384616,4.015075461538461,12.510492076923075,6.051826084615385,12.645959094615383,1.655425453846154,4.984437107692306,17.842045076923075,6.587751703076923,3.7129375538461535,11.805996826153846,30.80055882307692,10.52695193076923,10.95125253846154,10.702483769230769,0.2181862036363635,0.2680930227272727,0.9485101690909092,0.85114697,5.148940218181819,-0.0736756090909091,0.3065058181818182,1.165780930909091,0.2359012981818182,1.9339503693636368,0.2275712557272728,3.3723879,1.4383543555555558,6.203491888888888,2.7977901111111114,2.4498743866666666,3.228775666666667,0.5192946222222222,-1.9691442363636364,0.2918268627272727,2.410578309090909,2.014167936363637,6.400284227272729,3.536446727272728,-14.74026,-1.821109181818182,5.311565818181818,4.894306090909091,4.985214,7.058746454545456,12.555872636363636,14.355616307692308,1.081814026923077,1.7530385103846151,3.0254871269230765,-0.3959588739999999,-0.0475474733333333,0.7051223975333333,1.155331653333333,1.1371166666666666,0.9358913926666668,0.1680630489285715,1.097288301107143,2.053745236642857,10.6978245,2.442982111214285,1.0454190057142856,-0.3786448985714285,0.0552711142857141,10.125311296428572,4.456305150000001,21.463693,-0.7333227787500001,7.2507969375,-0.1492300274999999,5.36306725,1.0060347625,2.5749574075,14.8779896875,6.156524,2.0426130875,63.75040125,0.76866005,0.3715940049999999,1.3620948333333331,0.9350087833333331,0.5704346333333333,1.2378600866666665,7.835534666666667,0.6217314333333332,0.9961789
